VideoID,PublishDate,VideoType,ContentTopic,Impressions,ClickThroughRate_Pct,Views,AverageViewDuration_Sec,WatchTime_Hours,Likes,Comments,Shares,EngagementRate_Pct,EstimatedRevenue_INR
VID-6098337,28-08-2025,Short,Managerial Tactics,197344,54.71,107966,22,659.79,5010,179,1976,6.64,1640.26
VID-1930547,28-08-2025,Short,Tactical Breakdown,13106,60.53,7933,32,70.52,427,18,98,6.84,101.07
VID-3499012,28-08-2025,Short,Managerial Tactics,89645,60.33,54082,35,525.8,4211,155,664,9.3,2563.8
VID-7359221,29-08-2025,Short,Data Engineering in Sports,13628,65.05,8865,23,56.64,262,5,123,4.4,359.88
VID-3043019,29-08-2025,Short,Transfer Market,159209,53.48,85144,53,1253.51,4518,64,563,6.04,1834.04
VID-2370548,30-08-2025,Short,Tactical Breakdown,449636,70.73,318027,54,4770.4,23245,439,4395,8.83,9336.05
VID-6719808,30-08-2025,Short,Data Engineering in Sports,334177,46.98,156996,50,2180.5,11494,221,2734,9.2,3120.94
VID-5715913,01-09-2025,Long-Form Video,Tactical Breakdown,30890,7.97,2461,359,245.42,235,22,73,13.41,586.36
VID-4954665,01-09-2025,Long-Form Video,Managerial Tactics,123289,8.5,10479,458,1333.16,775,100,192,10.18,4181.93
VID-2580595,01-09-2025,Long-Form Video,Tactical Breakdown,72687,10.42,7573,355,746.78,400,47,180,8.28,3228.3
VID-5760518,02-09-2025,Short,Tactical Breakdown,269186,56.08,150959,41,1719.26,9536,158,2537,8.1,4990.51
VID-7188003,02-09-2025,Short,Tactical Breakdown,333761,37.37,124726,37,1281.91,3872,135,1211,4.18,4051.12
VID-3201864,02-09-2025,Short,Tactical Breakdown,208080,41.03,85375,49,1162.05,3949,98,904,5.8,2398.46
VID-9811470,02-09-2025,Short,Managerial Tactics,121670,60.32,73391,50,1019.32,3199,158,1204,6.21,2827.24
VID-9168799,03-09-2025,Short,Transfer Market,301554,47.87,144353,46,1844.51,4434,139,2084,4.61,6586.22
VID-9438544,04-09-2025,Short,Goalkeeper Analysis,61869,65.08,40264,37,413.82,2374,47,236,6.6,715.24
VID-9838196,04-09-2025,Short,Managerial Tactics,217535,70.78,153971,20,855.39,10851,528,2466,8.99,2063.06
VID-1506943,04-09-2025,Short,Managerial Tactics,118757,52.95,62881,53,925.75,3354,80,648,6.49,2166.78
VID-6582108,05-09-2025,Short,Transfer Market,479936,36.19,173688,45,2171.1,8396,167,1371,5.72,6393.53
VID-9627359,05-09-2025,Short,Match Preview,329273,39.55,130227,17,614.96,4350,180,2192,5.16,2695.36
VID-8221755,06-09-2025,Short,Tactical Breakdown,238887,45.56,108836,29,876.73,3999,153,795,4.55,1300.93
VID-9949070,06-09-2025,Short,Match Preview,58070,32.89,19099,32,169.77,1157,51,208,7.41,640.98
VID-3082503,07-09-2025,Short,Transfer Market,294887,34.65,102178,49,1390.76,5686,242,631,6.42,4816.56
VID-2217352,07-09-2025,Short,Match Preview,455500,60.47,275440,36,2754.4,18552,274,5251,8.74,10697.01
VID-3162451,07-09-2025,Short,Transfer Market,423214,39.42,166830,39,1807.33,9758,370,2562,7.61,1733.73
VID-4880459,07-09-2025,Short,Tactical Breakdown,62698,69.34,43474,22,265.67,1457,66,532,4.73,1379.8
VID-7578221,08-09-2025,Short,Tactical Breakdown,129825,32.27,41894,33,384.03,2152,56,534,6.55,1580.88
VID-3347942,09-09-2025,Live Stream,Goalkeeper Analysis,33555,2.16,724,2606,524.1,39,10,11,8.29,1631.75
VID-1241175,09-09-2025,Short,Tactical Breakdown,77970,52.36,40825,39,442.27,1353,51,539,4.76,1766.58
VID-2048948,14-09-2025,Short,Match Preview,186787,59.67,111455,16,495.36,7847,92,612,7.67,1662.88
VID-2954436,16-09-2025,Long-Form Video,Match Preview,123661,8.47,10474,585,1702.03,866,88,403,12.96,3289.79
VID-4544744,16-09-2025,Short,Managerial Tactics,290343,33.34,96800,16,430.22,4603,213,1061,6.07,2221.59
VID-6721027,18-09-2025,Long-Form Video,Tactical Breakdown,87533,7.4,6477,352,633.31,499,60,162,11.13,1690.15
VID-8628348,19-09-2025,Long-Form Video,Match Preview,53742,10.08,5417,480,722.27,473,52,149,12.44,1520.43
VID-3647910,20-09-2025,Short,Goalkeeper Analysis,480561,69.05,331827,53,4885.23,22994,859,3763,8.32,7858.46
VID-9066940,21-09-2025,Long-Form Video,Transfer Market,114940,8.75,10057,368,1028.05,650,58,148,8.51,1531.98
VID-5039850,22-09-2025,Long-Form Video,Data Engineering in Sports,133592,3.07,4101,337,383.9,229,32,106,8.95,886.32
VID-6257698,22-09-2025,Short,Goalkeeper Analysis,223763,60.4,135152,21,788.39,6962,266,1740,6.64,6248.47
VID-1438965,22-09-2025,Long-Form Video,Goalkeeper Analysis,15748,11.58,1823,420,212.68,69,9,64,7.79,719.92
VID-4126995,22-09-2025,Short,Match Preview,292266,59.94,175184,46,2238.46,10036,380,2628,7.45,7902.78
VID-8337091,23-09-2025,Long-Form Video,Managerial Tactics,141569,5.9,8352,397,921.04,384,46,183,7.34,1712.84
VID-4974532,23-09-2025,Short,Match Preview,448790,39.46,177092,35,1721.73,4721,145,1766,3.74,6466.27
VID-4334228,23-09-2025,Short,Goalkeeper Analysis,424459,74.31,315415,45,3942.69,9397,133,4101,4.32,7914.12
VID-7354857,24-09-2025,Short,Transfer Market,378328,32.47,122843,42,1433.17,6885,144,1625,7.04,1586.59
VID-7782775,25-09-2025,Short,Goalkeeper Analysis,34868,53.13,18525,43,221.27,724,15,168,4.9,327.52
VID-9941294,26-09-2025,Short,Data Engineering in Sports,12567,31.83,4000,42,46.67,87,0,73,4,73.49
VID-3522038,27-09-2025,Short,Goalkeeper Analysis,212189,50.33,106794,29,860.28,6305,129,1762,7.67,2173.2
VID-4167741,29-09-2025,Short,Managerial Tactics,297300,52.06,154774,33,1418.76,5147,240,2248,4.93,5578.01
VID-5045062,29-09-2025,Short,Transfer Market,115545,40.23,46483,39,503.57,1992,44,835,6.18,1696.9
VID-8731271,29-09-2025,Short,Goalkeeper Analysis,383538,66.59,255397,51,3618.12,17482,226,4600,8.73,11509.92
VID-3149090,30-09-2025,Short,Data Engineering in Sports,195704,52.8,103331,34,975.9,8068,372,1238,9.37,2987.24
VID-4855091,30-09-2025,Short,Data Engineering in Sports,210546,31.33,65964,34,622.99,4316,169,636,7.76,2289.25
VID-7555334,30-09-2025,Long-Form Video,Match Preview,32877,6.89,2265,434,273.06,95,8,87,8.39,542.85
VID-1188741,01-10-2025,Short,Data Engineering in Sports,254456,49.69,126439,52,1826.34,9035,439,2067,9.13,2922.81
VID-2603673,01-10-2025,Live Stream,Managerial Tactics,35609,2.89,1029,2592,740.88,80,16,13,10.59,2544.98
VID-4288648,02-10-2025,Long-Form Video,Tactical Breakdown,146747,10.03,14718,600,2453,928,98,172,8.14,3087.3
VID-9097112,02-10-2025,Short,Match Preview,499973,34.03,170140,17,803.44,8938,107,3012,7.09,2346.56
VID-1107749,03-10-2025,Short,Goalkeeper Analysis,280545,34.87,97826,42,1141.3,5055,71,712,5.97,3504.85
VID-3441445,03-10-2025,Long-Form Video,Data Engineering in Sports,39043,4.38,1710,268,127.3,145,11,49,11.99,742.32
VID-1326953,04-10-2025,Long-Form Video,Tactical Breakdown,142958,11.62,16611,289,1333.49,1133,90,448,10.06,6471.97
VID-6973466,05-10-2025,Long-Form Video,Tactical Breakdown,79549,2.64,2100,322,187.83,88,12,78,8.48,623.49
VID-5667229,06-10-2025,Short,Managerial Tactics,312000,62.25,194220,19,1025.05,13299,232,3797,8.92,2363.62
VID-8580755,07-10-2025,Live Stream,Transfer Market,4561,6.57,299,2115,175.66,35,4,5,14.72,602.35
VID-1510978,08-10-2025,Long-Form Video,Goalkeeper Analysis,70452,8.66,6101,372,630.44,600,45,75,11.8,1635.81
VID-2955848,08-10-2025,Short,Goalkeeper Analysis,423883,70.57,299134,30,2492.78,10324,477,4939,5.26,14172.48
VID-3029678,09-10-2025,Short,Tactical Breakdown,23387,31.42,7348,18,36.74,195,5,75,3.74,205.98
VID-2765660,10-10-2025,Long-Form Video,Managerial Tactics,34857,4.68,1631,568,257.34,83,11,62,9.56,375.31
VID-5015513,10-10-2025,Short,Goalkeeper Analysis,423111,66.18,280014,46,3577.96,20008,928,3272,8.65,13733.17
VID-4033640,11-10-2025,Live Stream,Data Engineering in Sports,13259,6.1,808,882,197.96,52,15,13,9.9,785.77
VID-7892048,11-10-2025,Long-Form Video,Goalkeeper Analysis,62950,8.83,5558,359,554.26,316,17,106,7.9,2475.44
VID-9366059,13-10-2025,Short,Managerial Tactics,363257,61.86,224710,20,1248.39,14297,644,4064,8.46,8252.31
VID-4961434,13-10-2025,Short,Tactical Breakdown,20986,31.61,6633,19,35.01,530,23,77,9.5,178.84
VID-5753950,13-10-2025,Short,Tactical Breakdown,363577,45.76,166372,15,693.22,10902,416,970,7.39,5700.57
VID-2118812,14-10-2025,Live Stream,Transfer Market,45561,6.71,3057,2825,2398.9,234,56,27,10.37,1676.74
VID-6327125,14-10-2025,Long-Form Video,Managerial Tactics,28796,11.19,3222,181,162,226,15,54,9.16,1245.89
VID-9403239,15-10-2025,Long-Form Video,Data Engineering in Sports,53627,10.15,5443,296,447.54,488,53,204,13.69,1830.57
VID-2810801,15-10-2025,Short,Tactical Breakdown,312464,71.18,222411,49,3027.26,4774,184,2052,3.15,9663.24
VID-2104128,17-10-2025,Short,Tactical Breakdown,152982,64.37,98474,27,738.55,7285,341,718,8.47,1312.53
VID-1710947,18-10-2025,Short,Transfer Market,305369,47.49,145019,44,1772.45,4776,133,1029,4.09,4796.79
VID-3056649,18-10-2025,Long-Form Video,Transfer Market,24388,6.51,1587,437,192.64,121,7,24,9.58,644.34
VID-6894054,19-10-2025,Short,Goalkeeper Analysis,226885,41.6,94384,17,445.7,2602,59,1887,4.82,4030.18
VID-9251392,19-10-2025,Short,Data Engineering in Sports,347236,59.47,206501,41,2351.82,5754,164,1693,3.69,8515.43
VID-9035204,19-10-2025,Short,Data Engineering in Sports,34147,71.17,24302,25,168.76,1132,49,414,6.56,619.83
VID-4567728,20-10-2025,Short,Goalkeeper Analysis,411971,58,238943,24,1592.95,12818,558,2042,6.45,10034.99
VID-1453619,20-10-2025,Short,Match Preview,199858,53.82,107563,51,1523.81,7254,125,1128,7.91,4530.42
VID-1618610,20-10-2025,Short,Managerial Tactics,308724,47.7,147261,46,1881.67,10238,405,2041,8.61,7276.86
VID-7093103,21-10-2025,Long-Form Video,Managerial Tactics,75610,10.15,7674,443,944.33,641,78,123,10.97,2003.06
VID-4955556,22-10-2025,Short,Data Engineering in Sports,64761,45.52,29479,47,384.86,1630,35,252,6.5,736.66
VID-3258322,22-10-2025,Short,Goalkeeper Analysis,208905,31.36,65512,41,746.11,1387,21,1082,3.8,3001.98
VID-3233746,23-10-2025,Long-Form Video,Managerial Tactics,93008,5.3,4929,399,546.3,214,15,153,7.75,2041.62
VID-1628872,24-10-2025,Short,Transfer Market,98379,43.05,42352,32,376.46,2235,41,568,6.72,527.8
VID-2578712,24-10-2025,Short,Match Preview,445294,42.83,190719,21,1112.53,8508,205,3593,6.45,3372.1
VID-4871273,24-10-2025,Long-Form Video,Transfer Market,44727,9.88,4419,423,519.23,257,24,77,8.1,1143.86
VID-2370963,26-10-2025,Long-Form Video,Transfer Market,120423,9.17,11042,242,742.27,888,91,360,12.13,4059.25
VID-8469986,27-10-2025,Short,Tactical Breakdown,256492,58.37,149714,32,1330.79,11435,306,2594,9.57,3369.5
VID-9553453,29-10-2025,Short,Match Preview,63654,43.57,27734,54,416.01,1734,27,469,8.04,395.81
VID-5830870,30-10-2025,Short,Data Engineering in Sports,101910,48.38,49304,55,753.26,3812,185,737,9.6,1478.15
VID-4121502,30-10-2025,Short,Data Engineering in Sports,278173,38.72,107708,19,568.46,4034,187,1332,5.16,1620.67
VID-9947431,31-10-2025,Short,Managerial Tactics,209228,58.18,121728,43,1453.97,4240,169,1744,5.05,3368.55
VID-1411954,02-11-2025,Short,Transfer Market,391797,36.13,141556,42,1651.49,3993,150,1117,3.72,6415.22
VID-8276297,03-11-2025,Short,Match Preview,480915,32.1,154373,42,1801.02,4705,232,1278,4.03,4893.09
VID-6182149,03-11-2025,Long-Form Video,Match Preview,73246,11.46,8393,573,1335.89,336,44,318,8.32,3337.2
VID-9827581,03-11-2025,Live Stream,Transfer Market,3093,3.21,99,1630,44.83,10,2,1,13.13,204.83
VID-4768850,04-11-2025,Short,Data Engineering in Sports,248415,45.02,111836,36,1118.36,8592,211,1668,9.36,5462.57
VID-9808918,04-11-2025,Short,Goalkeeper Analysis,214491,47.15,101132,28,786.58,6297,245,1093,7.55,2556.25
VID-1937962,05-11-2025,Short,Data Engineering in Sports,151470,30.97,46910,27,351.82,2574,108,603,7,1895.35
VID-8146437,05-11-2025,Long-Form Video,Match Preview,129821,10.45,13566,189,712.22,836,93,160,8.03,2896.09
VID-9695248,05-11-2025,Long-Form Video,Tactical Breakdown,46251,9.76,4514,489,613.15,247,31,132,9.08,1784.89
VID-1353404,06-11-2025,Short,Tactical Breakdown,85509,73.94,63225,20,351.25,3495,141,721,6.89,2178.66
VID-2331993,06-11-2025,Short,Data Engineering in Sports,203368,38.59,78479,19,414.19,2540,96,1345,5.07,1993.9
VID-4332249,06-11-2025,Short,Tactical Breakdown,55410,63.27,35057,31,301.88,2090,36,631,7.86,873.05
VID-8966120,07-11-2025,Short,Managerial Tactics,273265,70.88,193690,43,2313.52,12212,169,3660,8.28,2051.51
VID-1956221,08-11-2025,Long-Form Video,Managerial Tactics,82485,3.37,2779,449,346.6,266,25,65,12.81,754.28
VID-3566352,08-11-2025,Short,Match Preview,438100,54.47,238633,41,2717.76,10286,357,3824,6.06,9566.21
VID-3474377,08-11-2025,Short,Managerial Tactics,71290,72.74,51856,39,561.77,1245,27,645,3.7,2045.55
VID-1233916,08-11-2025,Short,Data Engineering in Sports,11919,55.68,6636,24,44.24,327,6,76,6.16,190.9
VID-9967256,10-11-2025,Long-Form Video,Data Engineering in Sports,114698,5.94,6813,511,967.07,381,41,245,9.79,2236.31
VID-9950892,11-11-2025,Long-Form Video,Transfer Market,138905,9.99,13876,364,1403.02,1380,201,158,12.53,5281.82
VID-6548144,11-11-2025,Short,Data Engineering in Sports,220396,31.42,69248,55,1057.96,5416,99,1246,9.76,1189.97
VID-3673897,12-11-2025,Short,Tactical Breakdown,482550,62.13,299808,31,2581.68,7900,274,3968,4.05,7495.9
VID-6560930,12-11-2025,Long-Form Video,Tactical Breakdown,91177,6.15,5607,375,584.06,173,21,174,6.56,1355.4
VID-8575865,12-11-2025,Short,Goalkeeper Analysis,299792,33.46,100310,15,417.96,5245,159,1833,7.21,4401.8
VID-8977383,12-11-2025,Short,Match Preview,45888,50.01,22948,42,267.73,1293,45,437,7.73,1125.43
VID-5925642,13-11-2025,Long-Form Video,Transfer Market,30673,3.12,956,205,54.44,62,8,23,9.73,370.71
VID-6099612,13-11-2025,Short,Managerial Tactics,210300,37.79,79472,39,860.95,2237,86,678,3.78,2404.98
VID-7397751,13-11-2025,Short,Goalkeeper Analysis,183093,50.41,92297,53,1358.82,2657,69,739,3.75,1841.8
VID-7757026,13-11-2025,Short,Data Engineering in Sports,427682,44.06,188436,17,889.84,14225,565,2273,9.06,5314.3
VID-8738833,14-11-2025,Long-Form Video,Goalkeeper Analysis,124363,3.81,4738,216,284.28,197,14,70,5.93,894.54
VID-5964343,15-11-2025,Short,Managerial Tactics,173358,60.13,104240,32,926.58,4012,75,950,4.83,4266.21
VID-1202382,17-11-2025,Short,Tactical Breakdown,300531,71.54,214999,41,2448.6,6670,320,4136,5.17,4502.94
VID-7421538,17-11-2025,Short,Goalkeeper Analysis,56835,33.48,19028,55,290.71,716,18,208,4.95,876.38
VID-9323395,17-11-2025,Long-Form Video,Goalkeeper Analysis,81265,10.29,8362,474,1101,660,61,123,10.09,3734.83
VID-8143435,18-11-2025,Short,Match Preview,262990,68.53,180227,29,1451.83,9595,265,1688,6.41,6793.4
VID-6270786,18-11-2025,Long-Form Video,Managerial Tactics,116235,4.59,5335,523,775.06,250,32,62,6.45,1671.83
VID-3500641,19-11-2025,Long-Form Video,Goalkeeper Analysis,100183,10.17,10188,501,1417.83,861,81,352,12.7,1898.72
VID-3218976,20-11-2025,Long-Form Video,Managerial Tactics,12875,7.41,954,430,113.95,60,5,10,7.86,319.09
VID-1842055,20-11-2025,Short,Data Engineering in Sports,165906,61.28,101667,15,423.61,5564,196,1900,7.53,3513.26
VID-1905378,20-11-2025,Short,Match Preview,179759,50.97,91623,51,1297.99,5524,65,1774,8.04,2207.64
VID-3355822,20-11-2025,Long-Form Video,Match Preview,71999,8.16,5875,527,860.03,231,29,108,6.26,1359.13
VID-6864110,21-11-2025,Short,Goalkeeper Analysis,147147,57.94,85256,36,852.56,5054,67,793,6.94,2563.26
VID-9572950,21-11-2025,Short,Goalkeeper Analysis,37673,48.21,18162,15,75.67,1049,29,204,7.06,253.89
VID-3237611,21-11-2025,Short,Data Engineering in Sports,316492,44.45,140680,18,703.4,7872,244,1271,6.67,4010.22
VID-3959026,23-11-2025,Short,Managerial Tactics,376010,35.91,135025,42,1575.29,4759,228,931,4.38,5942.72
VID-7068169,24-11-2025,Short,Transfer Market,292717,50.96,149168,41,1698.86,4539,59,864,3.66,3577.62
VID-8629740,24-11-2025,Long-Form Video,Match Preview,52163,4.96,2587,376,270.2,246,13,55,12.14,994.6
VID-2690086,25-11-2025,Short,Transfer Market,228494,66.68,152359,35,1481.27,6786,295,1719,5.78,2773.83
VID-9662091,26-11-2025,Short,Goalkeeper Analysis,444353,37,164410,24,1096.07,8780,220,1269,6.25,7557.04
VID-3065581,26-11-2025,Live Stream,Managerial Tactics,33767,5.16,1742,2997,1450.21,233,30,31,16.88,2875.97
VID-1841451,26-11-2025,Short,Data Engineering in Sports,348333,41.49,144523,44,1766.39,4986,226,969,4.28,1513.05
VID-3837297,26-11-2025,Short,Tactical Breakdown,122668,50.17,61542,32,547.04,3347,156,1033,7.37,1629.14
VID-3312249,26-11-2025,Short,Data Engineering in Sports,156915,64.96,101931,20,566.28,2390,41,1059,3.42,1688.76
VID-3441489,27-11-2025,Short,Data Engineering in Sports,462318,36.85,170364,34,1608.99,9806,472,903,6.56,2284.82
VID-1570599,28-11-2025,Live Stream,Managerial Tactics,25319,2.34,592,2973,488.89,65,11,9,14.36,353.75
VID-7709881,29-11-2025,Long-Form Video,Goalkeeper Analysis,95108,2.79,2653,401,295.51,147,7,101,9.61,632.06
VID-1004576,03-12-2025,Short,Match Preview,213685,54.87,117248,41,1335.32,8286,367,1622,8.76,4840.63
VID-5706696,03-12-2025,Live Stream,Goalkeeper Analysis,14887,7.51,1118,2896,899.37,157,20,14,17.08,1809.87
VID-9745156,03-12-2025,Short,Tactical Breakdown,183532,52.98,97235,37,999.36,2885,32,862,3.89,1728.58
VID-7242966,03-12-2025,Short,Tactical Breakdown,301430,53.01,159788,21,932.1,7968,253,2578,6.76,7113.73
VID-4473266,05-12-2025,Short,Transfer Market,390889,60.76,237504,51,3364.64,5601,89,1771,3.14,9316.99
VID-4995939,05-12-2025,Short,Managerial Tactics,420963,59.47,250346,35,2433.92,15937,692,2447,7.62,11670.22
VID-7003010,06-12-2025,Live Stream,Goalkeeper Analysis,17581,3.28,576,2300,368,63,7,9,13.72,663.39
VID-2193338,07-12-2025,Long-Form Video,Data Engineering in Sports,13672,6.62,905,455,114.38,74,6,12,10.17,275.35
VID-9731202,08-12-2025,Long-Form Video,Managerial Tactics,112505,4.98,5602,202,314.33,464,63,182,12.66,2056.82
VID-8642361,08-12-2025,Long-Form Video,Transfer Market,97044,6.13,5948,433,715.41,485,65,201,12.63,1889.2
VID-7793562,09-12-2025,Short,Match Preview,214142,47.08,100818,15,420.07,7897,293,729,8.85,3048.54
VID-9468810,10-12-2025,Short,Match Preview,98240,43.41,42645,41,485.68,2015,97,258,5.56,1664.46
VID-4551241,10-12-2025,Short,Data Engineering in Sports,141085,47.51,67029,46,856.48,4785,111,634,8.25,1740.67
VID-1541336,11-12-2025,Short,Tactical Breakdown,309351,41.86,129494,53,1906.44,9858,298,1817,9.25,5323.68
VID-5248721,11-12-2025,Long-Form Video,Match Preview,58470,9.95,5817,394,636.64,207,21,79,5.28,1282.65
VID-5771152,11-12-2025,Short,Data Engineering in Sports,22620,39.83,9009,17,42.54,405,11,69,5.38,127.02
VID-1377292,11-12-2025,Short,Managerial Tactics,18776,49.71,9333,50,129.62,272,11,57,3.64,381.62
VID-1146705,11-12-2025,Long-Form Video,Tactical Breakdown,94555,3.44,3252,203,183.38,137,18,50,6.3,992.27
VID-6641750,11-12-2025,Short,Tactical Breakdown,91383,66.9,61135,30,509.46,3930,123,630,7.66,1837.12
VID-7745881,12-12-2025,Short,Tactical Breakdown,21442,60.73,13021,30,108.51,910,17,112,7.98,195.8
VID-1118529,13-12-2025,Short,Managerial Tactics,271484,44.35,120403,55,1839.49,9622,271,2220,10.06,2778.1
VID-2505725,14-12-2025,Short,Managerial Tactics,191914,44.54,85478,35,831.04,6561,172,1568,9.71,2639.72
VID-5758013,14-12-2025,Long-Form Video,Managerial Tactics,59981,5.7,3418,319,302.87,300,25,128,13.25,909.13
VID-6183796,15-12-2025,Short,Match Preview,210853,43.67,92079,16,409.24,3377,59,1831,5.72,3150.01
VID-5872091,16-12-2025,Live Stream,Data Engineering in Sports,26293,6.78,1782,1189,588.55,227,30,27,15.94,1110.26
VID-7303355,16-12-2025,Short,Match Preview,57021,64.48,36767,40,408.52,1891,54,471,6.57,1357.31
VID-5758975,19-12-2025,Short,Goalkeeper Analysis,199211,72.73,144886,34,1368.37,7553,207,2419,7.03,6941.51
VID-8178892,20-12-2025,Short,Data Engineering in Sports,49613,31.5,15628,35,151.94,669,12,133,5.21,751.73
VID-9854410,20-12-2025,Long-Form Video,Managerial Tactics,81406,6.67,5429,393,592.67,259,31,153,8.16,1195.18
VID-3694265,21-12-2025,Short,Data Engineering in Sports,398311,59.96,238827,31,2056.57,17532,312,2914,8.69,9350.6
VID-3125857,21-12-2025,Short,Transfer Market,189397,34.93,66156,49,900.46,2222,93,1197,5.31,2594.35
VID-8288438,21-12-2025,Short,Data Engineering in Sports,442890,41.43,183489,47,2395.55,14011,476,1357,8.63,6645.11
VID-8810754,21-12-2025,Long-Form Video,Tactical Breakdown,147472,2.96,4365,440,533.5,163,18,102,6.48,974.95
VID-3516406,21-12-2025,Long-Form Video,Match Preview,68199,10.04,6847,417,793.11,269,35,177,7.02,1280.16
VID-2146782,21-12-2025,Live Stream,Data Engineering in Sports,16093,6.94,1116,1118,346.58,128,23,14,14.78,1318.09
VID-4216627,23-12-2025,Short,Transfer Market,404066,54.14,218761,23,1397.64,14698,507,3299,8.46,10488.77
VID-5121206,23-12-2025,Short,Transfer Market,230818,64.02,147769,27,1108.27,10062,333,980,7.7,3782.91
VID-5689876,24-12-2025,Short,Match Preview,483271,68.2,329590,50,4577.64,7579,121,1779,2.88,13967.64
VID-5864082,24-12-2025,Short,Managerial Tactics,296194,40.04,118596,20,658.87,5053,223,2209,6.31,4443.26
VID-6679631,24-12-2025,Short,Goalkeeper Analysis,491501,55.79,274208,39,2970.59,12235,161,3115,5.66,7890.6
VID-4131192,24-12-2025,Short,Goalkeeper Analysis,273510,31,84788,19,447.49,1957,46,1078,3.63,1264.94
VID-2410781,26-12-2025,Long-Form Video,Transfer Market,130090,11.5,14960,497,2065.31,785,94,578,9.74,5456.72
VID-4235409,26-12-2025,Short,Match Preview,293588,70.61,207302,45,2591.28,13775,372,1590,7.59,9061.51
VID-6259518,26-12-2025,Short,Data Engineering in Sports,385610,44.22,170516,50,2368.28,6375,253,2125,5.13,3318.37
VID-2732839,26-12-2025,Short,Data Engineering in Sports,119755,30.58,36621,15,152.59,2851,62,297,8.77,1454.91
VID-3203514,26-12-2025,Short,Transfer Market,213611,54.62,116674,48,1555.65,5814,115,2302,7.05,1206.23
VID-4995476,26-12-2025,Short,Match Preview,324999,70.1,227824,32,2025.1,10428,158,1715,5.4,3919.19
VID-6832050,27-12-2025,Long-Form Video,Match Preview,32366,3.44,1113,200,61.83,110,13,34,14.11,227.76
VID-5278617,27-12-2025,Short,Managerial Tactics,308771,71.21,219875,33,2015.52,9569,221,3266,5.94,6702.49
VID-7359703,28-12-2025,Short,Transfer Market,429524,33.24,142773,45,1784.66,8060,231,1622,6.94,3882.15
VID-2427123,29-12-2025,Short,Match Preview,35424,58.02,20553,37,211.24,1154,50,170,6.69,576.97
VID-9368697,30-12-2025,Short,Transfer Market,423516,63.35,268297,49,3651.82,12955,375,2800,6.01,11178.52
VID-4612687,30-12-2025,Short,Tactical Breakdown,346226,39.63,137209,29,1105.29,8992,115,1150,7.48,5584.68
VID-8239199,31-12-2025,Short,Goalkeeper Analysis,103885,54.74,56866,17,268.53,2742,97,372,5.65,1857.07
VID-1261525,31-12-2025,Short,Tactical Breakdown,279338,38.47,107461,50,1492.51,5820,288,1162,6.77,3101.92
VID-6126936,31-12-2025,Short,Match Preview,62955,53.24,33517,55,512.07,1378,19,389,5.33,1051.83
VID-2761933,01-01-2026,Short,Match Preview,310607,42.46,131883,30,1099.03,8967,309,2393,8.85,1448.19
VID-3802651,02-01-2026,Short,Match Preview,86258,35.81,30888,45,386.1,2469,101,363,9.5,508.11
VID-5777234,02-01-2026,Short,Tactical Breakdown,489838,55.98,274211,37,2818.28,12714,455,5367,6.76,7245.42
VID-2171124,03-01-2026,Long-Form Video,Managerial Tactics,116359,2.78,3234,272,244.35,206,16,92,9.71,1247.07
VID-9464387,03-01-2026,Live Stream,Managerial Tactics,9573,7.01,671,1829,340.91,85,13,7,15.65,1023.91
VID-5162945,04-01-2026,Long-Form Video,Data Engineering in Sports,15873,9.1,1444,363,145.6,107,12,45,11.36,635.86
VID-2660808,04-01-2026,Short,Transfer Market,294462,39.97,117696,49,1601.97,4033,165,638,4.11,5738.82
VID-2528890,06-01-2026,Long-Form Video,Managerial Tactics,79004,8.42,6652,378,698.46,284,16,75,5.64,2048.14
VID-2061353,08-01-2026,Short,Match Preview,280094,30.8,86268,35,838.72,6388,274,988,8.87,4227.86
VID-3241880,08-01-2026,Live Stream,Transfer Market,31803,4.21,1338,3075,1142.88,98,21,8,9.49,2481.03
VID-7349875,08-01-2026,Short,Match Preview,116674,62.11,72466,16,322.07,5429,131,1087,9.17,1224.85
VID-7985460,10-01-2026,Short,Transfer Market,144970,36.26,52566,55,803.09,3913,125,276,8.21,672.97
VID-4629769,10-01-2026,Live Stream,Managerial Tactics,21096,6.98,1472,3071,1255.7,113,27,23,11.07,2229.36
VID-7306170,10-01-2026,Long-Form Video,Match Preview,129247,4.91,6346,506,891.97,443,54,104,9.47,1581.64
VID-1381341,11-01-2026,Short,Goalkeeper Analysis,296084,63.79,188871,27,1416.53,14974,668,2661,9.69,7520.34
VID-8303046,12-01-2026,Short,Goalkeeper Analysis,338082,31.08,105075,18,525.38,7923,167,1509,9.14,4271.25
VID-6837916,12-01-2026,Short,Data Engineering in Sports,297274,42.72,126995,41,1446.33,5989,123,2041,6.42,5332.25
VID-6585462,12-01-2026,Short,Transfer Market,107214,63.2,67759,51,959.92,3049,44,456,5.24,696.48
VID-2104827,12-01-2026,Long-Form Video,Managerial Tactics,94866,5.48,5198,489,706.06,401,57,187,12.41,1447.82
VID-1551714,13-01-2026,Long-Form Video,Goalkeeper Analysis,95417,9.06,8644,428,1027.68,321,27,131,5.54,2345.71
VID-7328798,14-01-2026,Short,Match Preview,166352,68.76,114383,45,1429.79,9030,133,801,8.71,2259.49
VID-1053459,14-01-2026,Short,Goalkeeper Analysis,430569,48.63,209385,19,1105.09,7529,195,3144,5.19,2730.73
